,Artist,Track,Album,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Licensed,Path
2621,Tim McGraw,"I Like It, I Love It",All I Want,0.643,0.961,0.0,-5.298,0.0315,0.0196,0.0,0.948,0.96,124.027,205707.0,https://www.youtube.com/watch?v=yHtLF6IicNk,True,data/500_mp3/mp3/2621.mp3
2403,Dimitri Vegas & Like Mike,Get in Trouble (So What),Get in Trouble (So What),0.558,0.99,1.0,-3.877,0.128,0.000206,0.376,0.0797,0.0738,138.074,161739.0,https://www.youtube.com/watch?v=nsNCK3EJpao,False,data/500_mp3/mp3/2403.mp3
17815,Paulo Londra,Me Tiene Mal,Me Tiene Mal,0.687,0.598,0.0,-6.528,0.257,0.913,4.62e-05,0.168,0.594,84.953,250697.0,https://www.youtube.com/watch?v=U28pYrR8TI0,True,data/500_mp3/mp3/17815.mp3
8365,Raffi,Brush Your Teeth,Singable Songs for the Very Young,0.832,0.216,4.0,-24.799,0.934,0.511,5.39e-05,0.107,0.49,81.91,72173.0,https://www.youtube.com/watch?v=3dup3IArSNs,False,data/500_mp3/mp3/8365.mp3
9255,Yeah Yeah Yeahs,Heads Will Roll,It's Blitz!,0.562,0.903,8.0,-4.46,0.0296,0.000187,0.0939,0.298,0.791,132.009,221000.0,https://www.youtube.com/watch?v=auzfTPp4moA,True,data/500_mp3/mp3/9255.mp3
201,Sean Paul,Contra La Pared,Contra La Pared,0.828,0.588,2.0,-7.14,0.118,0.0156,0.0,0.124,0.598,94.052,224681.0,https://www.youtube.com/watch?v=-gCe4WrmOIk,True,data/500_mp3/mp3/201.mp3
8797,Cartel De Santa,Si Te Vienen a Contar,Golpe Avisa,0.734,0.663,10.0,-6.279,0.309,0.341,0.0,0.649,0.845,166.846,219573.0,https://www.youtube.com/watch?v=XUvxg0WltjE,True,data/500_mp3/mp3/8797.mp3
5519,Commodores,Machine Gun,Machine Gun,0.741,0.97,5.0,-6.364,0.0341,0.00882,0.836,0.295,0.778,113.103,159467.0,https://www.youtube.com/watch?v=vVoMJSMgsUM,False,data/500_mp3/mp3/5519.mp3
11179,Wale,Bad (feat. Rihanna) - Remix,The Gifted,0.807,0.702,6.0,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038,238827.0,https://www.youtube.com/watch?v=Q2pwY6QNNNA,False,data/500_mp3/mp3/11179.mp3
18447,Mc Poze do Rodo,Ai Calica,O Sábio,0.803,0.729,11.0,-4.057,0.152,0.193,0.0,0.0744,0.777,95.019,186947.0,https://www.youtube.com/watch?v=Sr0jJpvfS10,True,data/500_mp3/mp3/18447.mp3
9921,Idina Menzel,Take Me or Leave Me,RENT (Original Motion Picture Soundtrack),0.457,0.763,7.0,-3.459,0.255,0.318,0.0,0.0322,0.87,175.043,231360.0,https://www.youtube.com/watch?v=mAfMZ_vWJDo,False,data/500_mp3/mp3/9921.mp3
15398,Lizzo,Good as Hell (feat. Ariana Grande),Cuz I Love You (Super Deluxe),0.668,0.892,5.0,-3.001,0.0645,0.298,0.0,0.735,0.478,95.927,159011.0,https://www.youtube.com/watch?v=G5xa-XAvErw,True,data/500_mp3/mp3/15398.mp3
13136,Yo Yo Honey Singh,Manali Trance,The Neha Kakkar Collection,0.614,0.842,6.0,-4.109,0.0745,0.00814,1.33e-05,0.212,0.915,156.051,203207.0,https://www.youtube.com/watch?v=vZ_NpLWuL00,True,data/500_mp3/mp3/13136.mp3
506,Muse,Undisclosed Desires,The Resistance,0.683,0.585,8.0,-6.76,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000.0,https://www.youtube.com/watch?v=R8OOWcsFj0U,True,data/500_mp3/mp3/506.mp3
18050,LIT killah,La Trampa es Ley,SnipeZ,0.596,0.71,6.0,-5.815,0.136,0.243,0.0,0.204,0.632,117.871,141864.0,https://www.youtube.com/watch?v=qyc07COpZDQ,True,data/500_mp3/mp3/18050.mp3
11455,Banda MS de Sergio Lizárraga,La Casita,El Trabajo Es La Suerte,0.832,0.525,10.0,-6.806,0.0412,0.277,1.77e-05,0.142,0.967,112.479,217600.0,https://www.youtube.com/watch?v=GHzbzNJkrpY,True,data/500_mp3/mp3/11455.mp3
13215,BK,Planos,Gigantes,0.457,0.763,5.0,-6.985,0.0832,0.116,0.0,0.188,0.119,90.259,219334.0,https://www.youtube.com/watch?v=V141wUSkTfk,True,data/500_mp3/mp3/13215.mp3
10779,Fuego,Una Vaina Loca (feat. El Potro Alvarez),La Musica Del Futuro Reloaded (Chosen Few Edition),0.794,0.674,1.0,-12.821,0.0524,0.123,0.0,0.0951,0.726,117.05,261987.0,https://www.youtube.com/watch?v=Fo7K6HqI86g,True,data/500_mp3/mp3/10779.mp3
10517,RBD,Sólo Quédate En Silencio,Rebelde,0.464,0.775,7.0,-4.838,0.0313,0.203,0.0,0.0478,0.672,184.089,219520.0,https://www.youtube.com/watch?v=EYqUgwNVbmk,False,data/500_mp3/mp3/10517.mp3
12635,RÜFÜS DU SOL,I Don't Wanna Leave,Surrender,0.528,0.608,2.0,-7.071,0.0283,0.0364,0.0194,0.112,0.0946,144.973,269480.0,https://www.youtube.com/watch?v=LFdLeS-zKFE,True,data/500_mp3/mp3/12635.mp3
5844,Víctor Manuelle,Voy A Prometerme,Victor Manuelle (3 CD Box Set),0.826,0.555,2.0,-7.603,0.038,0.122,0.0,0.0526,0.884,90.257,304400.0,https://www.youtube.com/watch?v=bi8PouaxNn0,True,data/500_mp3/mp3/5844.mp3
3018,Ja Rule,Wonderful,R.U.L.E.,0.663,0.777,11.0,-4.954,0.109,0.277,0.0,0.0466,0.758,92.68,270507.0,https://www.youtube.com/watch?v=QVXE1EzMrfw,True,data/500_mp3/mp3/3018.mp3
17134,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,0.629,0.328,11.0,-8.284,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732.0,https://www.youtube.com/watch?v=Qzc_aX8c8g4,True,data/500_mp3/mp3/17134.mp3
9958,Jeezy,"American Dream (feat. J. Cole, Kendrick Lamar)",Pressure,0.64,0.849,2.0,-5.684,0.153,0.058,0.0,0.303,0.64,76.983,249040.0,https://www.youtube.com/watch?v=LIn_xDpKdjM,False,data/500_mp3/mp3/9958.mp3
1409,Limp Bizkit,Faith,"Three Dollar Bill, Y'all $",0.428,0.781,1.0,-6.823,0.281,0.0675,0.000781,0.615,0.709,93.244,146480.0,https://www.youtube.com/watch?v=l-EdCNjumvI,True,data/500_mp3/mp3/1409.mp3
2464,Andrés Calamaro,Aunque no sea conmigo,Hijos del pueblo,0.461,0.715,4.0,-6.246,0.0281,0.458,1.56e-05,0.719,0.455,86.09,212560.0,https://www.youtube.com/watch?v=5YKt6Opqt_E,True,data/500_mp3/mp3/2464.mp3
4449,Ivete Sangalo,Se Saia - Ao Vivo,Chega Mais (Ao Vivo),0.684,0.894,11.0,-5.448,0.0828,0.0146,1.4e-05,0.103,0.913,137.001,215932.0,https://www.youtube.com/watch?v=G6QrIs6GTlo,False,data/500_mp3/mp3/4449.mp3
16697,Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),MONTERO,0.741,0.691,10.0,-7.395,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353.0,https://www.youtube.com/watch?v=UTHLKHL_whs,True,data/500_mp3/mp3/16697.mp3
12031,benny blanco,Unlearn (with Gracie Abrams),FRIENDS KEEP SECRETS 2,0.505,0.217,10.0,-12.269,0.16,0.896,0.0,0.107,0.209,138.199,154808.0,https://www.youtube.com/watch?v=aVXjbwjngEo,False,data/500_mp3/mp3/12031.mp3
18164,The Kid LAROI,I Can't Go Back To The Way It Was (Intro),I Can't Go Back To The Way It Was (Intro),0.439,0.43,10.0,-9.033,0.121,0.868,0.00145,0.115,0.15,146.73,96000.0,https://www.youtube.com/watch?v=ZWj-Z4Z2W3k,True,data/500_mp3/mp3/18164.mp3
18707,sped up nightcore,Tap Tap (Lil Uzi Vert),Tap Tap (Lil Uzi Vert),0.82,0.591,8.0,-13.306,0.0919,0.0489,0.278,0.115,0.351,143.948,113265.0,https://www.youtube.com/watch?v=Jbk-atX7HZk,True,data/500_mp3/mp3/18707.mp3
10743,M.I.A.,Jimmy,Kala,0.689,0.807,6.0,-4.551,0.0318,0.00258,1.43e-06,0.0971,0.822,124.278,209213.0,https://www.youtube.com/watch?v=HBECisSkAu4,True,data/500_mp3/mp3/10743.mp3
14248,Bastille,Good Grief,Wild World (Complete Edition),0.73,0.758,1.0,-4.888,0.0653,0.147,0.0,0.311,0.877,120.041,206493.0,https://www.youtube.com/watch?v=hOrbfQpdLKo,True,data/500_mp3/mp3/14248.mp3
44,Daft Punk,One More Time,Discovery,0.613,0.697,2.0,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,320357.0,https://www.youtube.com/watch?v=FGBhQbmPwH8,True,data/500_mp3/mp3/44.mp3
4151,Nine Inch Nails,Hurt,The Downward Spiral,0.49,0.158,9.0,-18.148,0.04,0.773,0.0227,0.121,0.0826,79.833,375933.0,https://www.youtube.com/watch?v=PbHz9p7Z4OU,False,data/500_mp3/mp3/4151.mp3
8634,Steve Edwards,World Hold On,Made In Jamaica,0.825,0.799,8.0,-4.596,0.0858,0.0373,0.0,0.0975,0.963,135.115,278093.0,https://www.youtube.com/watch?v=IZ36b3q1elI,True,data/500_mp3/mp3/8634.mp3
12150,Sean Kingston,Eenie Meenie,Eenie Meenie EP,0.734,0.639,1.0,-3.241,0.0316,0.0348,0.0,0.102,0.836,121.212,201653.0,https://www.youtube.com/watch?v=prmmCg5bKxA,True,data/500_mp3/mp3/12150.mp3
10623,James Blunt,OK,Uncovered,0.653,0.81,7.0,-6.032,0.0558,0.118,0.0,0.126,0.583,121.951,189307.0,https://www.youtube.com/watch?v=P9-4xHVc7uk,True,data/500_mp3/mp3/10623.mp3
2211,Method Man,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,Tical (Deluxe Edition),0.722,0.745,4.0,-6.059,0.0536,0.151,6.26e-06,0.337,0.607,95.021,309947.0,https://www.youtube.com/watch?v=abJeoBXixsk,True,data/500_mp3/mp3/2211.mp3
11503,Beach House,Once Twice Melody,Once Twice Melody,0.353,0.73,7.0,-11.021,0.0343,0.39,0.863,0.136,0.427,168.234,284907.0,https://www.youtube.com/watch?v=FCNSCrF5miw,True,data/500_mp3/mp3/11503.mp3
343,Beyoncé,Halo,I AM...SASHA FIERCE,0.508,0.72,11.0,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,261640.0,https://www.youtube.com/watch?v=bnVUHWCynig,True,data/500_mp3/mp3/343.mp3
16363,Men I Trust,Billie Toppy,Billie Toppy,0.676,0.685,7.0,-11.396,0.0616,0.547,0.817,0.107,0.621,168.996,195290.0,https://www.youtube.com/watch?v=HAK5D3drObI,True,data/500_mp3/mp3/16363.mp3
5669,Gilberto Gil,Palco,Luar,0.734,0.787,1.0,-7.358,0.0461,0.489,0.0461,0.329,0.757,108.329,266173.0,https://www.youtube.com/watch?v=xlcRX6-uQRk,True,data/500_mp3/mp3/5669.mp3
16707,Freddie Dredd,GTG,GTG,0.88,0.777,7.0,-6.875,0.125,0.164,0.0171,0.0957,0.974,154.955,93894.0,https://www.youtube.com/watch?v=fslK9YTkcc0,True,data/500_mp3/mp3/16707.mp3
554,Deftones,My Own Summer (Shove It),Around the Fur,0.443,0.781,1.0,-4.277,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760.0,https://www.youtube.com/watch?v=XOzs1FehYOA,True,data/500_mp3/mp3/554.mp3
1360,Anahí,Enséñame,Rebelde,0.68,0.796,2.0,-5.884,0.0588,0.385,0.0,0.375,0.624,80.945,221853.0,https://www.youtube.com/watch?v=2VdHOcAd1H0,False,data/500_mp3/mp3/1360.mp3
1338,La Arrolladora Banda El Limón De Rene Camacho,Y Que Quede Claro,Antología Musical,0.666,0.49,2.0,-6.62,0.0339,0.301,4.92e-06,0.122,0.826,122.864,191787.0,https://www.youtube.com/watch?v=7fP8C89uiBA,True,data/500_mp3/mp3/1338.mp3
15175,Earl Sweatshirt,Riot!,Some Rap Songs,0.489,0.624,4.0,-1.916,0.0344,0.834,0.347,0.325,0.574,167.108,66133.0,https://www.youtube.com/watch?v=YJ8XsCfMiXw,False,data/500_mp3/mp3/15175.mp3
4141,Tom Morello,Let’s Get The Party Started (feat. Bring Me The Horizon),The Atlas Underground Fire,0.339,0.849,6.0,-3.972,0.0928,0.0011,0.0,0.189,0.395,176.04,212572.0,https://www.youtube.com/watch?v=f9V6pTInnr4,True,data/500_mp3/mp3/4141.mp3
15837,Jairo Vera,Kilo De Amigas,Kilo De Amigas,0.838,0.55,11.0,-6.841,0.0686,0.176,0.0,0.0782,0.691,98.986,172960.0,https://www.youtube.com/watch?v=wsJgK4shvKA,False,data/500_mp3/mp3/15837.mp3
16795,Damso,Σ. MOROSE,QALF infinity,0.721,0.588,4.0,-7.801,0.0501,0.37,0.00208,0.1,0.276,150.031,263577.0,https://www.youtube.com/watch?v=PtIfz1tjxbY,False,data/500_mp3/mp3/16795.mp3
13578,Asees Kaur,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",0.72,0.63,10.0,-5.549,0.0413,0.615,0.0,0.108,0.512,81.009,230292.0,https://www.youtube.com/watch?v=gvyUuxdRdR4,True,data/500_mp3/mp3/13578.mp3
16599,Myke Towers,Whiskey y Coco,Whiskey y Coco,0.755,0.768,8.0,-4.032,0.145,0.112,6.49e-06,0.203,0.617,176.006,186477.0,https://www.youtube.com/watch?v=KUofmx3QMVc,True,data/500_mp3/mp3/16599.mp3
10824,Lloyd,Slow Wine Bass Line (feat. Teddy Riley),Slow Wine Bass Line (feat. Teddy Riley),0.56,0.671,0.0,-8.125,0.0491,0.153,0.0,0.244,0.555,118.933,273342.0,https://www.youtube.com/watch?v=5_MZJ6iwCBk,True,data/500_mp3/mp3/10824.mp3
12833,Afgan,Ku Dengannya Kau Dengan Dia,SIDES,0.299,0.313,1.0,-9.717,0.0296,0.278,0.000815,0.118,0.0821,131.381,268947.0,https://www.youtube.com/watch?v=_D4aRNrmbug,True,data/500_mp3/mp3/12833.mp3
4145,Tom Morello,Lightning Over Mexico,The Catastrophists EP,0.427,0.843,2.0,-4.797,0.0618,0.00402,0.00605,0.0945,0.284,81.618,251707.0,https://www.youtube.com/watch?v=DKSOpnzHNtU,False,data/500_mp3/mp3/4145.mp3
3982,Pradeep Kumar,"Idhayam Love (Megamo Aval) - From ""Meyaadha Maan""",I Love Pradeep Kumar,0.296,0.298,0.0,-10.169,0.0296,0.777,6.51e-06,0.0909,0.236,178.336,291121.0,https://www.youtube.com/watch?v=mVubYBRajfw,True,data/500_mp3/mp3/3982.mp3
13873,Luchè,Le Pietre Non Volano (feat. Marracash),Dove Volano Le Aquile,0.642,0.618,8.0,-7.993,0.0462,0.051,2.07e-06,0.135,0.277,83.999,299061.0,https://www.youtube.com/watch?v=kEn6YsuH0KE,True,data/500_mp3/mp3/13873.mp3
11478,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),0.639,0.703,4.0,-6.33,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,207301.0,https://www.youtube.com/watch?v=NO7EtdR3Dyw,True,data/500_mp3/mp3/11478.mp3
18543,Junior H,En Paris,En Paris,0.702,0.483,3.0,-7.99,0.0524,0.366,0.000131,0.124,0.769,138.842,162795.0,https://www.youtube.com/watch?v=d5PMXT-L7Fo,False,data/500_mp3/mp3/18543.mp3
1852,Lynyrd Skynyrd,Gimme Three Steps,Pronounced' Leh-'Nerd 'Skin-'Nerd,0.554,0.74,9.0,-7.706,0.0803,0.698,6.9e-05,0.225,0.804,133.363,267173.0,https://www.youtube.com/watch?v=82VnutYBh9k,True,data/500_mp3/mp3/1852.mp3
16749,Shiloh Dynasty,Losing Interest,Losing Interest,0.96,0.36,10.0,-16.192,0.155,0.673,0.0177,0.293,0.639,114.927,136696.0,https://www.youtube.com/watch?v=HC6xx-GxlUY,False,data/500_mp3/mp3/16749.mp3
17513,Dominic Fike,Wurli,What Could Possibly Go Wrong,0.482,0.837,11.0,-3.696,0.0639,0.385,0.0216,0.132,0.0787,91.968,150620.0,https://www.youtube.com/watch?v=fBmrFBAfjgc,True,data/500_mp3/mp3/17513.mp3
11977,Five Finger Death Punch,A Little Bit Off,F8,0.664,0.828,0.0,-6.053,0.0404,0.00839,0.0,0.294,0.82,103.985,190718.0,https://www.youtube.com/watch?v=Ve3fcInpKj0,False,data/500_mp3/mp3/11977.mp3
10494,Guè,Mi Hai Capito O No?,Madreperla,0.811,0.728,11.0,-5.255,0.0322,0.036,3.29e-06,0.0766,0.533,102.075,173415.0,https://www.youtube.com/watch?v=dvv_ZX4a_x4,True,data/500_mp3/mp3/10494.mp3
4182,PXNDX,Sólo a Terceros,Poetics,0.479,0.93,4.0,-4.759,0.0879,0.0317,0.0,0.0558,0.523,150.12,272733.0,https://www.youtube.com/watch?v=6CztN_RzS68,True,data/500_mp3/mp3/4182.mp3
13458,Julia Michaels,Heaven,Broad Stories,0.554,0.371,7.0,-9.104,0.0361,0.855,0.0,0.0838,0.245,199.828,191813.0,https://www.youtube.com/watch?v=shHTYg-rOAg,True,data/500_mp3/mp3/13458.mp3
1961,Alice In Chains,We Die Young,Facelift,0.486,0.938,1.0,-6.652,0.0704,1.79e-05,0.000103,0.361,0.525,125.816,152560.0,https://www.youtube.com/watch?v=6JA25BIxgtk,True,data/500_mp3/mp3/1961.mp3
3354,Duran Duran,Ordinary World,Duran Duran,0.472,0.652,1.0,-10.171,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,340200.0,https://www.youtube.com/watch?v=FqIACCH20JU,True,data/500_mp3/mp3/3354.mp3
16638,Eladio Carrion,3 Am,Sauce Boyz,0.852,0.613,9.0,-5.261,0.108,0.413,0.000201,0.123,0.576,89.951,208237.0,https://www.youtube.com/watch?v=igiZ-IwMqc8,True,data/500_mp3/mp3/16638.mp3
3153,Chalino Sanchez,Florita Del Alma,Nieves de Enero,0.457,0.566,2.0,-7.122,0.101,0.645,7.57e-06,0.101,0.74,182.99,175102.0,https://www.youtube.com/watch?v=12coEr6QJHU,True,data/500_mp3/mp3/3153.mp3
4733,Scooter,God Save the Rave,God Save the Rave,0.425,0.926,8.0,-3.269,0.114,0.0146,1.62e-05,0.161,0.376,150.038,192000.0,https://www.youtube.com/watch?v=eINgmy4dUOA,True,data/500_mp3/mp3/4733.mp3
1242,Nelly,Country Grammar (Hot Shit),Country Grammar,0.865,0.664,2.0,-6.822,0.108,0.00689,0.0,0.142,0.565,162.831,287000.0,https://www.youtube.com/watch?v=Y5qKNlcUwKs,True,data/500_mp3/mp3/1242.mp3
15064,Novo Amor,Halloween,"Cannot Be, Whatsoever",0.649,0.467,5.0,-6.589,0.0304,0.874,1.68e-05,0.114,0.353,106.549,154773.0,https://www.youtube.com/watch?v=ieT-mAUgAuw,False,data/500_mp3/mp3/15064.mp3
2078,Prince,I Wanna Be Your Lover,Prince,0.812,0.506,1.0,-8.825,0.0453,0.0399,0.0847,0.0671,0.727,114.832,347667.0,https://www.youtube.com/watch?v=Rp8WL621uGM,True,data/500_mp3/mp3/2078.mp3
10890,Emis Killa,Quella foto di noi due,Supereroe,0.745,0.56,11.0,-6.766,0.103,0.251,0.0,0.114,0.564,129.948,194979.0,https://www.youtube.com/watch?v=wy9LmFAKaIM,True,data/500_mp3/mp3/10890.mp3
12579,Mustard,Perfect Ten (feat. Nipsey Hussle),Perfect Ten,0.683,0.437,5.0,-9.267,0.0375,0.781,0.000115,0.12,0.228,99.948,252021.0,https://www.youtube.com/watch?v=OcpdkenPD2Q,False,data/500_mp3/mp3/12579.mp3
16337,Blxst,Solid (feat. Blxst & Kehlani),"Love, Damini",0.554,0.509,1.0,-9.429,0.339,0.149,1.86e-05,0.094,0.718,199.874,195135.0,https://www.youtube.com/watch?v=_KoHvX_Q4mI,True,data/500_mp3/mp3/16337.mp3
11124,Zac Brown Band,Whatever It Is,The Foundation,0.686,0.576,1.0,-6.633,0.0284,0.443,1.66e-05,0.212,0.72,83.969,208213.0,https://www.youtube.com/watch?v=7RJrNnRpVHg,True,data/500_mp3/mp3/11124.mp3
3874,Steely Dan,Deacon Blues,Aja,0.745,0.586,0.0,-12.487,0.0359,0.457,0.000295,0.119,0.604,115.857,456640.0,https://www.youtube.com/watch?v=ICK6e9WK2A8,True,data/500_mp3/mp3/3874.mp3
4,Gorillaz,Clint Eastwood,Gorillaz,0.663,0.694,10.0,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,340920.0,https://www.youtube.com/watch?v=1V_xRb0x9aw,True,data/500_mp3/mp3/4.mp3
8347,Los Prisioneros,La Voz de los '80,La Voz de los '80 (Edición 30 Años),0.519,0.951,4.0,-6.556,0.124,0.0546,0.000193,0.0581,0.933,178.2,248225.0,https://www.youtube.com/watch?v=Y2x3iO-oPB0,False,data/500_mp3/mp3/8347.mp3
1428,Disturbed,Decadence,Ten Thousand Fists,0.528,0.968,1.0,-3.457,0.145,5.67e-05,0.0916,0.0668,0.305,91.934,204787.0,https://www.youtube.com/watch?v=hmZHeA2ORhE,False,data/500_mp3/mp3/1428.mp3
11507,Jonas Brothers,Like It's Christmas,Like It's Christmas,0.725,0.571,1.0,-6.007,0.102,0.0183,0.0,0.0519,0.61,146.035,200880.0,https://www.youtube.com/watch?v=tIyE3IrC7r0,True,data/500_mp3/mp3/11507.mp3
8117,Vijay Prakash,Asku Laska,Nanban (Original Motion Picture Soundtrack),0.803,0.795,4.0,-7.429,0.0337,0.143,3.8e-05,0.0706,0.749,99.008,380996.0,https://www.youtube.com/watch?v=p7-q2P5uZzs,True,data/500_mp3/mp3/8117.mp3
15500,LUDMILLA,Cigana - Ao Vivo,Numanice #2 (Ao Vivo),0.559,0.689,2.0,-6.619,0.0572,0.826,0.0,0.429,0.587,153.856,222363.0,https://www.youtube.com/watch?v=lZ_kegYXFWU,True,data/500_mp3/mp3/15500.mp3
11062,Adam Levine,Lost Stars,Lost Stars,0.498,0.583,0.0,-4.762,0.0274,0.105,0.0,0.0698,0.4,82.071,267933.0,https://www.youtube.com/watch?v=cL4uhaQ58Rk,True,data/500_mp3/mp3/11062.mp3
6636,Warren G,Regulate,Regulate… G Funk Era,0.849,0.521,11.0,-12.999,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867.0,https://www.youtube.com/watch?v=1plPyJdXKIY,True,data/500_mp3/mp3/6636.mp3
14472,Khruangbin,Time (You and I),Mordechai,0.751,0.49,11.0,-13.684,0.0455,0.0097,0.15,0.0767,0.923,105.418,342189.0,https://www.youtube.com/watch?v=oc50wHexbwg,True,data/500_mp3/mp3/14472.mp3
5507,Gojira,The Heaviest Matter of the Universe,From Mars to Sirius,0.243,0.97,5.0,-2.518,0.0878,2.6e-06,0.0415,0.284,0.243,102.729,237840.0,https://www.youtube.com/watch?v=c1D-fprW7Nw,False,data/500_mp3/mp3/5507.mp3
2806,Gustavo Santaolalla,All Gone (Aftermath),The Last of Us,0.239,0.0607,4.0,-22.497,0.0417,0.986,0.685,0.113,0.0372,38.137,64440.0,https://www.youtube.com/watch?v=wzz5sWMhow0,True,data/500_mp3/mp3/2806.mp3
14079,Childish Gambino,This Is America,This Is America,0.854,0.463,5.0,-6.159,0.137,0.117,0.0,0.354,0.549,120.024,225773.0,https://www.youtube.com/watch?v=VYOjWnS4cMY,True,data/500_mp3/mp3/14079.mp3
6614,Don Henley,The Last Worthless Evening,The End Of The Innocence,0.731,0.505,5.0,-11.334,0.0262,0.212,0.0,0.0409,0.396,99.99,362467.0,https://www.youtube.com/watch?v=j7kjHDKZpSw,True,data/500_mp3/mp3/6614.mp3
14057,Meghan Trainor,All About That Bass,Title (Deluxe),0.807,0.887,9.0,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920.0,https://www.youtube.com/watch?v=7PCkvCPvDXk,True,data/500_mp3/mp3/14057.mp3
18137,Juice WRLD,In My Head,In My Head,0.633,0.548,5.0,-5.634,0.0467,0.269,0.0,0.16,0.35,160.011,192000.0,https://www.youtube.com/watch?v=DqZhP-Vuxgs,True,data/500_mp3/mp3/18137.mp3
6579,Third Eye Blind,The Background,Third Eye Blind,0.446,0.549,2.0,-11.657,0.0405,0.0481,0.000697,0.124,0.118,159.515,296733.0,https://www.youtube.com/watch?v=KWkcSDnTWd4,False,data/500_mp3/mp3/6579.mp3
942,Johnny Cash,Ring of Fire,Ring Of Fire: The Best Of Johnny Cash,0.659,0.585,7.0,-8.189,0.0288,0.623,0.000213,0.348,0.784,104.111,158427.0,https://www.youtube.com/watch?v=1Osyw6Svv8U,False,data/500_mp3/mp3/942.mp3
11490,Neha Kakkar,Taaron Ke Shehar,Taaron Ke Shehar,0.441,0.61,9.0,-5.182,0.0404,0.238,0.0,0.101,0.348,79.736,230082.0,https://www.youtube.com/watch?v=VAZxSoKb65o,True,data/500_mp3/mp3/11490.mp3
10426,Eric Prydz,Pjanoo - Club Mix,Pjanoo,0.663,0.624,7.0,-6.923,0.0324,0.000939,0.888,0.0666,0.63,126.024,450912.0,https://www.youtube.com/watch?v=f-Nd5aWM2Ks,True,data/500_mp3/mp3/10426.mp3
17159,Capital Bra,7 Stunden,Treppenhaus,0.767,0.558,11.0,-6.638,0.22,0.471,0.0,0.0653,0.325,110.573,174680.0,https://www.youtube.com/watch?v=WHfKDn8zRiM,False,data/500_mp3/mp3/17159.mp3
15482,George Ezra,Paradise,Staying at Tamara's,0.642,0.881,11.0,-3.537,0.0393,0.209,0.0,0.21,0.913,138.03,222045.0,https://www.youtube.com/watch?v=XOwihbur34E,True,data/500_mp3/mp3/15482.mp3
17630,Bad Omens,Like A Villain,THE DEATH OF PEACE OF MIND,0.456,0.915,7.0,-4.508,0.206,0.000696,9.95e-05,0.428,0.403,154.946,210685.0,https://www.youtube.com/watch?v=Aibxit_PpAg,False,data/500_mp3/mp3/17630.mp3
9973,Talking Heads,Once in a Lifetime - 2005 Remaster,Remain in Light (Deluxe Version),0.644,0.919,2.0,-6.289,0.0561,0.181,0.134,0.622,0.871,117.459,259907.0,https://www.youtube.com/watch?v=5IsSpAOD6K8,True,data/500_mp3/mp3/9973.mp3
1217,Sido,Schlechtes Vorbild,Ich (Premium Edition),0.942,0.613,5.0,-7.649,0.113,0.184,2.82e-06,0.264,0.961,96.997,204213.0,https://www.youtube.com/watch?v=9jjvlT78pU4,True,data/500_mp3/mp3/1217.mp3
18072,$NOT,Doja,Ethereal,0.753,0.777,11.0,-5.701,0.32,0.0725,0.000714,0.125,0.669,157.148,171453.0,https://www.youtube.com/watch?v=xiVqKFDqxyg,True,data/500_mp3/mp3/18072.mp3
4901,Robert Schumann,"Etudes symphoniques (Symphonic Etudes), Op. 13, Adagio and Allegro brillante: Variation 11 [arr. P.I. Tchaikovsky for orchestra]",Pfitzner: Symphony in C major - Schumann: Koncertstück for Four Horns,0.173,0.0446,9.0,-29.184,0.0408,0.981,0.953,0.0764,0.0471,69.777,111093.0,https://www.youtube.com/watch?v=uOG_D2d7M3A,False,data/500_mp3/mp3/4901.mp3
3144,Madlib,Curls,Madvillainy,0.533,0.724,7.0,-8.954,0.311,0.275,4.59e-06,0.118,0.504,89.862,95507.0,https://www.youtube.com/watch?v=tv2q9vQ7GOI,True,data/500_mp3/mp3/3144.mp3
14984,Galantis,Believe (feat. Goodboys) [Galantis Remix],Believe (feat. Goodboys) [Galantis Remix],0.709,0.831,1.0,-4.835,0.0397,0.0735,1.75e-06,0.14,0.565,123.998,174283.0,https://www.youtube.com/watch?v=oWu1iRkRgPA,False,data/500_mp3/mp3/14984.mp3
